Scheme_name,Category,Category_Equity,Category_Debt,Category_Hybrid,Expense_ratio,Risk_factor,age_in_months,Rating,Net_assets,Return_1wk,Return_1m,Return_3m,Return_6m,Return_1yr,Return_3yr,Return_5yr,Return_10yr,Equity_fund_style_Growth,Equity_fund_style_Value,Equity_fund_style_Blend,Standard Deviation,Sharpe Ratio,Sortino Ratio,NAV_latest,NAV_previous,NAV_52wk_high,NAV_52wk_low,Minimum_Investment,Fund_Manager_Tenure,#_Funds_managed,dbsc_1,agglomerative_1,hierarchy_1,kmeans_1,kmeans_2
Axis Strategic Bond Fund - Direct Plan,DT-MD,0,1,0,0.39,3,122,4,1644,0.23,0.71,1.61,3.21,5.17,7.36,7.36,8.58,0,0,0,1.86,1.42,2.15,25.16,25.165,25.165,23.713,5000,10.2,9,0,0,4,4,2
Axis Treasury Advantage Fund - Direct Plan,DT-LD,0,1,0,0.29,2,122,4,4614,0.13,0.54,1.66,3.2,5.33,5.87,6.63,7.65,0,0,0,0.85,1.77,3.75,2721.611,2720.821,2721.611,2584.612,5000,6.8,9,0,5,2,2,3
Axis Ultra Short Term Fund - Direct Plan,DT-USD,0,1,0,0.31,2,54,4,4491,0.14,0.57,1.74,3.34,5.68,5.38,0.0,0.0,0,0,0,0.5,2.41,4.56,13.153,13.148,13.153,12.45,5000,4.6,3,0,0,4,4,2
Bandhan All Seasons Bond Fund - Direct Plan,DT-SD,0,1,0,0.17,2,122,3,128,0.21,0.71,1.54,3.11,4.12,6.58,7.13,7.89,0,0,0,1.79,0.93,1.84,38.506,38.517,38.517,36.651,1000,6.7,5,0,0,4,4,7
Bandhan Banking & PSU Debt Fund - Direct Plan,DT-BK & PSU,0,1,0,0.32,2,120,5,14281,0.17,0.64,1.57,3.02,4.47,6.89,7.57,7.78,0,0,0,1.75,1.08,2.43,21.275,21.276,21.276,20.29,1000,1.7,7,0,0,4,4,2
Bandhan Bond Fund Income Plan - Direct Plan,DT-M to LD,0,1,0,1.32,2,122,2,497,0.25,0.86,1.37,2.85,1.97,4.81,6.96,7.72,0,0,0,3.32,0.13,0.15,59.865,59.932,59.932,56.688,1000,10.2,7,0,0,4,4,7
Bandhan Bond Fund Medium Term Plan - Direct Plan,DT-MD,0,1,0,0.76,2,122,2,1980,0.3,0.97,1.51,3.27,2.51,5.61,6.73,7.54,0,0,0,2.63,0.36,0.44,41.56,41.602,41.602,39.273,1000,7.5,7,0,0,4,4,7
Bandhan Bond Fund Short Term Plan - Direct Plan,DT-SD,0,1,0,0.3,2,122,1,9457,0.25,0.8,1.59,3.29,3.92,6.32,6.92,7.8,0,0,0,1.85,0.81,1.34,50.876,50.902,50.902,48.134,1000,10.2,7,0,0,4,4,7
Bandhan Corporate Bond Fund - Direct Plan,DT-CB,0,1,0,0.31,1,86,3,13935,0.14,0.55,1.49,2.94,3.39,6.94,6.79,0.0,0,0,0,2.38,0.83,1.45,16.558,16.553,16.558,15.795,1000,1.7,7,0,0,4,4,7
Bandhan Credit Risk Fund - Direct Plan,DT-CR,0,1,0,0.66,3,72,2,550,0.21,0.65,1.5,3.26,4.7,6.21,6.74,0.0,0,0,0,2.11,0.68,0.76,14.943,14.947,14.947,14.147,1000,0.7,2,0,0,4,4,7
Bandhan Dynamic Bond Fund - Direct Plan,DT-DB,0,1,0,0.76,2,122,2,2214,0.3,0.98,1.65,3.4,2.4,5.62,7.71,8.25,0,0,0,3.34,0.38,0.43,31.118,31.154,31.154,29.363,1000,10.2,7,0,0,4,4,7
Bandhan Government Securities Fund - Constant Maturity Plan - Direct Plan,DT-Gilt 10Y CD,0,1,0,0.49,2,122,2,214,0.29,0.81,1.24,2.61,2.86,4.72,8.23,8.94,0,0,0,3.84,0.12,0.15,37.831,37.871,37.871,35.364,1000,5.9,5,0,0,4,4,7
Bandhan Government Securities Fund - Investment Plan - Direct Plan,DT-GL,0,1,0,0.62,2,122,2,1410,0.3,0.98,1.65,3.44,2.51,5.75,8.52,8.69,0,0,0,3.44,0.43,0.49,31.277,31.314,31.314,29.485,1000,10.2,7,0,0,4,4,7
Bandhan Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.12,1,122,3,11962,0.15,0.54,1.66,3.25,5.62,4.26,5.2,6.66,0,0,0,0.35,0.9,4.08,2712.812,2712.284,2712.812,2568.69,100,7.5,2,0,5,2,2,3
Bandhan Low Duration Fund - Direct Plan,DT-LD,0,1,0,0.31,1,122,2,5733,0.17,0.59,1.66,3.19,4.92,5.36,6.2,7.45,0,0,0,0.86,1.24,2.26,33.382,33.378,33.382,31.743,100,1.7,5,0,0,4,4,2
Bandhan Money Manager Fund - Direct Plan,DT-MM,0,1,0,0.22,1,122,3,2938,0.16,0.58,1.73,3.27,5.41,5.14,5.72,7.1,0,0,0,0.61,1.46,3.64,36.747,36.732,36.747,34.869,100,1.7,2,0,0,4,4,2
Bandhan Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.06,0,50,3,2424,0.13,0.49,1.55,3.05,5.37,3.86,0.0,0.0,0,0,0,0.32,-0.05,-0.23,1193.691,1193.476,1193.691,1132.962,1000,4.1,2,0,0,4,4,1
Bandhan Ultra Short Term Fund - Direct Plan,DT-USD,0,1,0,0.24,1,56,2,4151,0.15,0.56,1.7,3.2,5.26,4.9,0.0,0.0,0,0,0,0.57,1.34,2.91,13.044,13.04,13.044,12.394,100,4.7,5,0,0,4,4,2
Bank of India Credit Risk Fund - Direct Plan,DT-CR,0,1,0,1.54,3,97,1,161,0.09,0.38,1.13,2.36,130.79,12.76,-4.11,0.0,0,0,0,77.71,0.38,0.92,10.823,10.815,10.823,4.69,5000,8.1,6,-1,1,1,4,7
Bank of India Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.18,1,122,4,403,0.16,0.54,1.66,3.28,5.69,4.34,5.29,6.73,0,0,0,0.36,1.09,4.52,2585.84,2585.343,2585.84,2446.826,5000,1.6,4,0,5,2,2,3
Bank of India Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.17,0,38,5,83,0.13,0.49,1.57,3.09,5.46,4.02,0.0,0.0,0,0,0,0.31,0.46,2.14,1133.895,1133.691,1133.895,1075.322,5000,1.6,4,0,0,4,4,1
Bank of India Short Term Income Fund - Direct Plan,DT-SD,0,1,0,0.98,1,122,1,72,0.16,0.58,1.39,10.23,28.27,8.83,4.03,6.57,0,0,0,11.44,0.43,0.77,24.171,24.175,24.175,18.841,5000,1.6,4,0,0,4,4,7
Bank of India Ultra Short Duration Fund - Direct Plan,DT-USD,0,1,0,0.36,1,122,2,118,0.16,0.53,1.65,3.18,5.23,4.68,5.7,7.35,0,0,0,0.48,1.15,2.15,2795.787,2794.671,2795.787,2657.102,5000,1.6,4,0,5,2,2,3
Baroda BNP Paribas Corporate Bond Fund - Direct Plan,DT-CB,0,1,0,0.32,1,122,2,18,0.16,0.51,1.39,2.86,2.77,5.62,4.4,6.66,0,0,0,2.2,0.34,0.51,24.106,24.115,24.115,22.988,5000,5.6,9,0,0,4,4,7
Baroda BNP Paribas Credit Risk Fund Direct,DT-CR,0,1,0,0.78,3,98,5,180,0.16,0.59,1.77,3.76,5.75,10.89,7.59,0.0,0,0,0,6.17,0.81,1.26,20.066,20.062,20.066,18.869,5000,0.4,4,0,0,4,4,7
Baroda BNP Paribas Dynamic Bond Fund - Direct Plan,DT-DB,0,1,0,0.71,2,122,3,116,0.3,0.89,1.61,3.64,5.22,5.69,6.32,7.77,0,0,0,2.58,0.42,0.47,41.945,41.954,41.954,39.276,5000,5.6,9,0,0,4,4,7
Baroda BNP Paribas Gilt Fund - Direct Plan,DT-GL,0,1,0,0.14,2,122,2,139,0.21,0.73,1.29,3.22,3.75,4.88,6.78,7.62,0,0,0,2.84,0.24,0.29,38.202,38.235,38.235,36.108,5000,1.0,9,0,0,4,4,7
Baroda BNP Paribas Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.19,1,122,5,6686,0.15,0.54,1.67,3.28,5.7,4.36,5.37,6.78,0,0,0,0.37,1.13,4.96,2589.956,2589.453,2589.956,2450.551,5000,1.0,9,0,5,2,2,3
Baroda BNP Paribas Low Duration Fund - Direct Plan,DT-LD,0,1,0,0.39,1,122,3,175,0.14,0.55,1.65,3.17,5.03,5.97,6.49,7.56,0,0,0,1.0,1.6,2.83,36.872,36.862,36.872,35.027,5000,5.2,9,0,0,4,4,2
Baroda BNP Paribas Medium Duration Fund - Direct Plan,DT-MD,0,1,0,0.69,2,108,2,38,0.22,0.69,1.26,2.75,3.86,5.01,3.45,0.0,0,0,0,2.3,0.15,0.21,16.887,16.892,16.892,15.941,5000,5.6,9,0,0,4,4,7
Baroda BNP Paribas Money Market Fund - Direct Plan,DT-MM,0,1,0,0.2,1,45,2,112,0.15,0.54,1.65,3.12,4.98,4.08,0.0,0.0,0,0,0,0.4,0.43,0.93,1183.925,1183.36,1183.925,1127.957,5000,1.0,9,0,0,4,4,1
Baroda BNP Paribas Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.08,0,47,3,424,0.13,0.49,1.55,3.04,5.37,3.89,0.0,0.0,0,0,0,0.31,0.05,0.3,1175.314,1175.1,1175.314,1115.522,5000,1.0,2,0,0,4,4,1
Baroda BNP Paribas Short Duration Fund - Direct Plan,DT-SD,0,1,0,0.37,2,122,3,235,0.2,0.63,1.51,3.16,4.17,6.04,6.72,7.85,0,0,0,1.7,0.82,1.13,26.274,26.274,26.274,24.909,5000,1.0,4,0,0,4,4,7
Baroda BNP Paribas Ultra Short Duration Fund - Direct Plan,DT-USD,0,1,0,0.22,1,57,3,561,0.14,0.56,1.71,3.36,5.66,5.07,0.0,0.0,0,0,0,0.48,1.8,3.0,1319.866,1319.393,1319.866,1249.524,5000,1.0,9,0,0,4,4,2
BHARAT Bond ETF - April 2023,DT-TM,0,1,0,0.0,0,39,2,7799,0.13,0.54,1.71,3.28,4.93,7.29,0.0,0.0,0,0,0,1.76,1.29,2.62,1226.19,1225.91,1226.19,1164.321,1000,3.3,9,0,0,4,4,1
BHARAT Bond ETF - April 2030,DT-TM,0,1,0,0.0,2,39,2,15914,0.16,0.5,1.04,2.66,3.63,7.44,0.0,0.0,0,0,0,3.92,0.61,0.85,1243.716,1244.262,1244.262,1163.728,1000,3.3,9,0,0,4,4,1
BHARAT Bond FOF - April 2023 - Direct Plan,DT-TM,0,1,0,0.06,0,39,2,4206,0.09,0.55,1.53,3.3,4.84,7.18,0.0,0.0,0,0,0,1.79,1.27,2.69,12.223,12.227,12.227,11.614,1000,3.3,9,0,0,4,4,2
BHARAT Bond FOF - April 2030 - Direct Plan,DT-TM,0,1,0,0.06,2,39,2,5242,0.32,0.36,0.83,2.81,3.9,7.46,0.0,0.0,0,0,0,3.95,0.6,0.89,12.445,12.413,12.445,11.613,1000,3.3,9,0,0,4,4,7
Canara Robeco Corporate Bond Fund - Direct Plan,DT-CB,0,1,0,0.39,1,109,3,192,0.17,0.54,1.41,2.93,4.03,6.01,6.72,0.0,0,0,0,1.79,0.83,1.3,19.603,19.6,19.603,18.71,5000,9.2,4,0,0,4,4,7
Canara Robeco Dynamic Bond Fund - Direct Plan,DT-DB,0,1,0,0.66,2,122,3,117,0.26,0.78,1.49,3.51,4.7,5.26,6.59,7.71,0,0,0,2.14,0.46,0.61,27.16,27.178,27.178,25.603,5000,1.0,1,0,0,4,4,7
Canara Robeco Gilt Fund - Direct Plan,DT-GL,0,1,0,0.54,2,122,3,81,0.28,0.79,1.57,3.51,4.26,5.09,7.03,8.05,0,0,0,2.47,0.39,0.49,67.609,67.66,67.66,63.796,5000,1.0,6,0,0,4,4,7
Canara Robeco Income Fund - Direct Plan,DT-M to LD,0,1,0,0.75,2,122,3,126,0.24,0.77,1.38,2.93,3.94,5.78,7.04,7.77,0,0,0,2.7,0.4,0.61,52.022,52.055,52.055,49.239,5000,8.7,6,0,0,4,4,7
Canara Robeco Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.11,1,122,2,2548,0.15,0.55,1.67,3.28,5.65,4.07,5.12,6.57,0,0,0,0.35,0.52,2.93,2691.26,2690.741,2691.26,2547.637,5000,1.0,6,0,5,2,2,3
Canara Robeco Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.1,0,44,2,217,0.12,0.49,1.54,3.03,5.35,3.88,0.0,0.0,0,0,0,0.31,0.02,0.1,1158.319,1158.112,1158.319,1099.618,5000,3.7,4,0,0,4,4,1
Canara Robeco Savings Fund - Direct Plan,DT-LD,0,1,0,0.31,1,122,2,1003,0.16,0.53,1.58,3.09,4.96,5.2,5.94,7.17,0,0,0,0.75,1.15,2.23,36.516,36.504,36.516,34.799,5000,1.0,6,0,0,4,4,7
Canara Robeco Short Duration Fund - Direct Plan,DT-SD,0,1,0,0.47,1,122,3,520,0.15,0.57,1.43,2.96,4.06,5.93,6.45,7.27,0,0,1,1.58,0.85,1.62,23.307,23.309,23.309,22.233,5000,10.2,4,0,0,4,4,7
Canara Robeco Ultra Short Term Fund - Direct Plan,DT-USD,0,1,0,0.4,1,122,2,565,0.15,0.53,1.62,3.1,5.16,4.45,5.33,6.8,0,0,0,0.47,0.92,2.15,3436.01,3434.896,3436.01,3267.784,500,10.2,4,0,5,2,2,3
DSP 10Y G-Sec Fund - Direct Plan,DT-Gilt 10Y CD,0,1,0,0.31,2,102,2,41,0.3,0.84,1.29,2.68,2.81,3.45,6.44,0.0,0,0,0,3.65,-0.11,-0.15,18.312,18.332,18.332,17.14,500,6.7,6,0,0,4,4,7
DSP Banking & PSU Debt Fund - Direct Plan,DT-BK & PSU,0,1,0,0.33,2,114,3,2464,0.17,0.62,1.39,2.87,4.0,6.39,6.94,0.0,0,0,0,1.85,0.86,1.6,20.75,20.757,20.757,19.826,500,6.7,6,0,0,4,4,7
DSP Bond Fund - Direct Plan,DT-MD,0,1,0,0.39,2,122,3,333,0.21,0.65,1.27,2.95,3.82,6.14,4.94,6.74,0,0,0,2.35,0.5,0.82,72.005,71.99,72.005,68.244,500,1.9,3,0,0,4,4,7
DSP Corporate Bond Fund - Direct Plan,DT-CB,0,1,0,0.25,2,54,2,2066,0.29,0.6,1.03,2.77,2.57,5.59,0.0,0.0,0,0,0,2.14,0.42,0.53,13.61,13.608,13.61,12.895,500,1.7,3,0,0,4,4,7
DSP Credit Risk Fund - Direct Plan,DT-CR,0,1,0,0.38,3,122,3,210,0.08,0.56,1.46,3.01,10.83,6.59,4.49,7.0,0,0,0,4.28,0.53,1.1,36.519,36.527,36.527,32.947,500,6.7,3,0,0,4,4,7
DSP Government Securities Fund - Direct Plan,DT-GL,0,1,0,0.54,2,122,4,430,0.23,0.79,1.38,2.93,4.45,5.94,8.6,8.05,0,0,0,2.85,0.67,0.97,83.301,83.378,83.378,78.886,500,6.7,6,0,0,4,4,7
DSP Liquidity Fund - Direct Plan,DT-LIQ,0,1,0,0.15,1,122,3,13583,0.14,0.53,1.65,3.24,5.61,4.29,5.3,6.72,0,0,0,0.37,1.03,5.15,3210.618,3209.974,3210.618,3040.257,500,6.7,8,0,5,2,2,3
DSP Low Duration Fund - Direct Plan,DT-LD,0,1,0,0.3,1,96,2,3341,0.15,0.56,1.65,3.15,5.07,5.46,6.33,0.0,0,0,0,0.8,1.39,2.94,17.265,17.26,17.265,16.434,500,1.1,1,0,0,4,4,2
DSP NIFTY 1D Rate Liquid ETF,DT-LIQ,0,1,0,0.61,0,60,2,238,0.12,0.45,1.38,2.7,4.73,3.39,4.26,0.0,0,0,0,0.34,-1.34,-6.54,1000.0,1000.0,1000.0,1000.0,500,3.7,5,0,0,4,4,1
DSP Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.06,0,50,4,2754,0.13,0.49,1.55,3.05,5.38,3.92,0.0,0.0,0,0,0,0.32,0.17,0.95,1198.658,1198.442,1198.658,1137.544,500,4.2,8,0,0,4,4,1
DSP Savings Fund - Direct Plan,DT-MM,0,1,0,0.25,2,122,2,3903,0.16,0.59,1.72,3.31,4.96,5.26,5.92,6.88,0,0,0,0.78,1.12,1.71,45.854,45.835,45.854,43.61,500,6.7,8,0,0,4,4,7
DSP Short Term Fund - Direct Plan,DT-SD,0,1,0,0.3,2,122,2,2822,0.18,0.6,1.39,2.89,4.07,6.14,6.7,7.77,0,0,0,1.65,0.83,1.53,42.134,42.147,42.147,40.194,500,6.7,2,0,0,4,4,7
DSP Strategic Bond Fund - Direct Plan,DT-DB,0,1,0,0.47,2,122,3,482,0.25,0.58,1.35,2.34,3.03,5.37,7.32,7.85,0,0,0,2.97,0.39,0.46,2905.915,2908.103,2908.103,2796.2,500,6.7,6,0,5,2,2,3
DSP Ultra Short Fund - Direct Plan,DT-USD,0,1,0,0.3,2,122,3,2737,0.15,0.56,1.73,3.26,5.46,4.91,5.53,6.97,0,0,0,0.48,1.64,3.47,3119.131,3118.012,3119.131,2958.278,500,6.7,8,0,5,2,2,3
Edelweiss Banking and PSU Debt Fund - Direct Plan,DT-BK & PSU,0,1,0,0.26,2,114,2,355,0.21,0.74,1.08,2.64,3.5,6.94,7.92,0.0,0,0,0,3.67,0.57,0.8,21.234,21.238,21.238,19.963,5000,6.3,9,0,0,4,4,7
Edelweiss Government Securities Fund - Direct Plan,DT-GL,0,1,0,0.66,2,109,5,120,0.25,0.88,1.36,2.92,4.27,6.79,8.18,0.0,0,0,0,2.83,0.95,1.79,21.563,21.585,21.585,20.365,5000,6.3,9,0,0,4,4,2
Edelweiss Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.15,1,122,4,1543,0.14,0.53,1.65,3.27,5.62,4.39,5.4,6.68,0,0,0,0.37,1.27,7.71,2899.13,2898.556,2899.13,2745.14,5000,5.3,2,0,5,2,2,3
Edelweiss Money Market Fund - Direct Plan,DT-MM,0,1,0,0.26,1,122,1,346,0.16,0.56,1.66,3.08,4.89,4.7,7.28,7.42,0,0,0,0.64,1.17,2.47,26.475,26.466,26.475,25.246,5000,6.3,9,0,0,4,4,7
Edelweiss Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.1,0,44,2,481,0.12,0.49,1.54,3.02,5.3,3.89,0.0,0.0,0,0,0,0.31,0.06,0.34,1159.521,1159.314,1159.521,1101.296,5000,3.7,2,0,0,4,4,1
Franklin India Banking & PSU Debt Fund - Direct Plan,DT-BK & PSU,0,1,0,0.16,2,107,2,712,0.16,0.61,1.46,2.93,4.16,6.08,7.15,0.0,0,0,0,1.71,0.67,1.0,19.618,19.624,19.624,18.674,5000,9.0,2,0,0,4,4,7
Franklin India Corporate Debt Fund - Direct Plan,DT-CB,0,1,0,0.21,1,122,3,748,0.18,0.65,1.57,3.08,4.36,6.27,7.02,8.47,0,0,0,1.99,0.63,0.88,89.079,89.082,89.082,84.834,10000,8.9,3,0,0,4,4,7
Franklin India Credit Risk Fund - Direct Plan,DT-CR,0,1,0,0.04,5,122,2,134,0.07,0.36,2.1,4.33,3.83,8.76,5.83,7.97,0,0,0,5.35,0.5,0.66,24.907,24.905,24.907,23.622,5000,8.9,3,0,0,4,4,7
Franklin India Floating Rate Fund - Direct Plan,DT-Floater,0,1,0,0.21,2,122,4,311,0.14,0.63,1.72,3.59,5.84,5.55,6.2,6.73,0,0,0,0.83,1.44,2.48,36.545,36.539,36.545,34.548,1000,10.2,4,0,0,4,4,2
Franklin India Government Securities Fund - Direct Plan,DT-GL,0,1,0,0.57,1,122,2,122,0.2,0.67,1.26,2.83,3.5,4.11,6.3,7.24,0,0,0,2.35,0.06,0.07,54.586,54.609,54.609,51.924,10000,10.2,2,0,0,4,4,7
Franklin India Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.13,1,122,3,1511,0.14,0.53,1.65,3.25,5.62,4.34,5.41,6.83,0,0,0,0.38,1.1,5.49,3375.221,3374.585,3375.221,3196.099,10000,10.2,4,0,5,2,2,3
Franklin India Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.1,0,46,2,152,0.12,0.48,1.53,3.02,5.31,3.8,0.0,0.0,0,0,0,0.32,-0.21,-0.9,1168.287,1168.081,1168.287,1109.457,5000,3.9,4,0,0,4,4,1
Franklin India Savings Fund - Direct Plan,DT-MM,0,1,0,0.1,1,122,3,1085,0.16,0.6,1.74,3.27,5.32,5.19,6.14,7.41,0,0,0,0.61,1.6,3.47,43.633,43.617,43.633,41.438,10000,10.2,4,0,0,4,4,2
Franklin India Short Term Income Plan - Direct Plan,DT-SD,0,1,0,0.04,5,122,2,429,0.13,0.63,2.27,4.47,4.7,7.7,5.36,7.71,0,0,0,7.26,0.24,0.31,4943.966,4944.312,4944.312,4668.34,5000,8.9,3,-1,5,2,2,3
HDFC Banking and PSU Debt Fund - Direct Plan,DT-BK & PSU,0,1,0,0.39,2,108,4,4806,0.17,0.52,1.46,2.91,4.3,6.76,7.18,0.0,0,0,0,2.01,0.94,1.7,19.952,19.947,19.952,19.001,100,9.0,9,0,0,4,4,2
HDFC Corporate Bond Fund - Direct Plan,DT-CB,0,1,0,0.32,2,122,3,23487,0.18,0.52,1.36,2.9,4.09,6.89,7.32,8.05,0,0,0,2.18,0.99,1.59,27.514,27.501,27.514,26.085,100,7.4,2,0,0,4,4,2
HDFC Credit Risk Debt Fund - Direct Plan,DT-CR,0,1,0,0.95,3,108,3,8438,0.14,0.49,1.41,2.96,4.64,7.99,7.72,0.0,0,0,0,2.57,1.26,1.46,21.521,21.523,21.523,20.325,100,9.1,8,0,0,4,4,2
HDFC Dynamic Debt Fund - Direct Plan,DT-DB,0,1,0,0.49,2,122,4,528,0.2,0.7,1.56,3.19,4.56,7.25,6.13,7.61,0,0,0,3.62,0.7,2.08,81.67,81.703,81.703,77.22,100,10.2,9,0,0,4,4,7
HDFC Floating Rate Debt Fund - Direct Plan,DT-Floater,0,1,0,0.26,1,122,4,14786,0.09,0.54,1.62,3.16,5.59,6.53,6.9,7.77,0,0,0,1.23,1.75,3.32,42.238,42.235,42.238,40.019,100,10.2,8,0,0,4,4,2
HDFC Gilt Fund - Direct Plan,DT-GL,0,1,0,0.46,2,122,2,1740,0.24,0.79,1.49,3.16,3.6,4.92,6.39,7.48,0,0,0,2.73,0.27,0.34,48.23,48.248,48.248,45.553,100,10.2,9,0,0,4,4,7
HDFC Income Fund - Direct Plan,DT-M to LD,0,1,0,0.51,2,122,3,529,0.27,0.71,1.37,2.99,3.79,5.17,6.11,7.01,0,0,0,2.48,0.23,0.29,53.16,53.185,53.185,49.977,100,10.2,8,0,0,4,4,7
HDFC Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.2,2,122,2,49009,0.15,0.54,1.65,3.24,5.59,4.28,5.25,6.7,0,0,0,0.36,0.96,4.24,4413.959,4413.108,4413.959,4180.761,100,7.4,2,0,5,2,2,3
HDFC Low Duration Fund - Direct Plan,DT-LD,0,1,0,0.43,1,122,4,14780,0.14,0.52,1.63,3.17,5.37,6.23,6.71,7.62,0,0,0,1.09,1.75,3.32,52.357,52.336,52.357,49.703,100,7.4,1,0,0,4,4,2
HDFC Medium Term Debt Fund - Direct Plan,DT-MD,0,1,0,0.58,3,122,3,3539,0.17,0.56,1.37,3.06,4.12,6.93,7.35,8.13,0,0,0,2.32,0.93,1.27,50.473,50.482,50.482,47.632,100,10.2,8,0,0,4,4,7
HDFC Money Market Fund - Direct Plan,DT-MM,0,1,0,0.21,2,122,3,15176,0.15,0.58,1.74,3.34,5.59,5.63,6.29,7.22,0,0,0,0.66,1.98,4.94,4906.647,4904.674,4906.647,4648.125,100,2.7,1,0,5,2,2,3
HDFC Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.1,0,122,2,20146,0.13,0.49,1.54,3.03,5.33,3.83,4.62,5.88,0,0,0,0.32,-0.1,-0.54,3323.008,3322.412,3323.008,3155.186,100,10.2,9,0,5,2,2,3
HDFC Short Term Debt Fund - Direct Plan,DT-SD,0,1,0,0.29,2,122,3,11029,0.15,0.56,1.52,3.16,4.65,6.97,7.3,8.0,0,0,0,1.85,1.18,2.29,27.396,27.394,27.396,25.981,100,10.2,9,0,0,4,4,2
HDFC Ultra Short Term Fund - Direct Plan,DT-USD,0,1,0,0.34,1,54,4,13303,0.15,0.56,1.68,3.25,5.44,5.47,0.0,0.0,0,0,0,0.62,2.04,4.58,13.068,13.063,13.068,12.397,100,4.5,9,0,0,4,4,2
HSBC Banking and PSU Debt Fund - Direct Plan,DT-BK & PSU,0,1,0,0.23,2,122,1,3779,0.21,0.63,1.28,2.81,2.18,6.0,6.46,7.47,0,0,0,2.36,0.4,0.54,21.453,21.465,21.465,20.391,5000,6.8,4,0,0,4,4,7
HSBC Corporate Bond Fund - Direct Plan,DT-CB,0,1,0,0.29,2,122,1,6772,0.24,0.7,1.07,2.69,3.25,6.64,7.62,7.58,0,0,0,3.53,0.44,0.62,64.741,64.734,64.741,61.024,5000,8.7,9,0,0,4,4,7
HSBC Credit Risk Fund - Direct Plan,DT-CR,0,1,0,0.85,3,122,3,130,0.12,0.61,1.65,3.28,4.8,5.73,5.15,7.14,0,0,0,3.73,0.36,0.34,26.086,26.086,26.086,24.703,5000,10.2,1,0,0,4,4,7
HSBC Dynamic Bond Fund - Direct Plan,DT-DB,0,1,0,0.29,2,122,3,200,0.22,0.7,1.38,2.73,4.68,5.36,6.81,8.0,0,0,0,2.44,0.37,0.4,26.546,26.556,26.556,25.293,5000,6.8,9,0,0,4,4,7
HSBC Gilt Fund - Direct Plan,DT-GL,0,1,0,0.48,2,122,3,232,0.28,0.84,1.4,3.03,5.04,5.38,7.12,8.75,0,0,0,2.93,0.43,0.51,63.022,63.078,63.078,59.64,5000,6.8,9,0,0,4,4,7
HSBC Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.12,1,122,3,12044,0.15,0.55,1.67,3.26,5.65,4.31,5.31,6.72,0,0,0,0.34,1.02,4.43,2237.331,2236.878,2237.331,2117.793,5000,9.0,9,0,5,2,2,3
HSBC Low Duration Fund - Direct Plan,DT-LD,0,1,0,0.25,1,122,2,468,0.14,0.54,1.6,3.16,5.16,5.62,5.79,7.49,0,0,0,2.32,0.57,0.61,25.046,25.036,25.046,23.822,5000,10.2,4,0,0,4,4,7
HSBC Medium Duration Fund - Direct Plan,DT-MD,0,1,0,0.4,2,97,3,643,0.22,0.71,1.58,3.46,4.16,6.96,6.68,0.0,0,0,0,2.77,0.68,0.77,18.329,18.336,18.336,17.297,5000,8.2,9,0,0,4,4,7
HSBC Medium to Long Duration Fund - Direct Plan,DT-M to LD,0,1,0,0.68,2,122,1,41,0.25,0.88,1.4,2.95,2.7,4.53,6.47,6.73,0,0,0,3.04,0.03,0.04,39.054,39.096,39.096,36.967,5000,0.3,9,0,0,4,4,7
HSBC Money Market Fund - Direct Plan,DT-MM,0,1,0,0.25,1,122,2,717,0.15,0.56,1.67,3.2,5.19,4.93,6.01,7.42,0,0,0,0.59,1.23,2.67,23.354,23.343,23.354,22.206,5000,3.0,9,0,0,4,4,2
HSBC Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.1,0,46,5,2759,0.13,0.49,1.55,3.05,5.39,3.92,0.0,0.0,0,0,0,0.31,0.17,0.89,1171.01,1170.799,1171.01,1111.257,5000,3.8,4,0,0,4,4,1
HSBC Short Duration Fund - Direct Plan,DT-SD,0,1,0,0.27,1,122,2,3592,0.18,0.63,1.47,2.98,3.78,5.96,6.7,7.64,0,0,0,1.7,0.8,1.2,23.426,23.426,23.426,22.339,5000,6.8,9,0,0,4,4,7
HSBC Ultra Short Duration Fund - Direct Plan,DT-USD,0,1,0,0.22,1,38,3,2280,0.15,0.56,1.7,3.26,5.48,5.05,0.0,0.0,0,0,0,0.5,1.77,3.44,1160.662,1160.177,1160.662,1100.664,5000,0.3,4,0,0,4,4,2
